epoch,time,training_cost,test_cost,shape_training_cost,size_training_cost,color_training_cost,shape_test_cost,size_test_cost,color_test_cost,shape_training_accuracy,size_training_accuracy,color_training_accuracy,shape_test_accuracy,size_test_accuracy,color_test_accuracy,monomino_training_accuracy,domino_training_accuracy,tromino1_training_accuracy,tromino2_training_accuracy,tetromino1_training_accuracy,tetromino2_training_accuracy,tetromino3_training_accuracy,tetromino4_training_accuracy,tetromino5_training_accuracy,1_training_accuracy,2_training_accuracy,3_training_accuracy,4_training_accuracy,black_training_accuracy,white_training_accuracy,red_training_accuracy,blue_training_accuracy,green_training_accuracy,yellow_training_accuracy,cyan_training_accuracy,magenta_training_accuracy,monomino_test_accuracy,domino_test_accuracy,tromino1_test_accuracy,tromino2_test_accuracy,tetromino1_test_accuracy,tetromino2_test_accuracy,tetromino3_test_accuracy,tetromino4_test_accuracy,tetromino5_test_accuracy,1_test_accuracy,2_test_accuracy,3_test_accuracy,4_test_accuracy,black_test_accuracy,white_test_accuracy,red_test_accuracy,blue_test_accuracy,green_test_accuracy,yellow_test_accuracy,cyan_test_accuracy,magenta_test_accuracy
0,0,0.1875000042385525,0.18749999470180934,0.0625,0.06250000423855252,0.0625,0.0625,0.062499978807237414,0.06250001589457194,0.1111111111111111,0.1111111111111111,0.125,0.1111111111111111,0.1111111111111111,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,4.264465627670288,0.020690021686554875,0.5213758150736492,0.02063692257728106,5.0824197630087534e-05,2.2749116437302695e-06,0.14448649088541668,0.31182986365424264,0.0650594605339898,0.6815277777777777,1.0,1.0,0.2,0.2916666666666667,0.6611111111111111,1.0,1.0,0.78875,0.9,0.725,0.70125,0.35125,0.365,0.3025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1875,0.1375,0.1,0.05,0.1375,0.0375,0.0625,0.0875,1.0,0.1875,0.1625,0.2225,0.8222222222222222,0.7777777777777778,0.7111111111111111,0.4444444444444444,0.9,0.4,0.7333333333333333,0.5
50,4.687450923919678,0.008518769078770147,0.5245667822567034,0.008515256716881268,2.5455989978379675e-06,9.667628910392523e-07,0.1447813716935523,0.3133899900648329,0.06639542049831815,0.9195833333333333,1.0,1.0,0.25,0.29305555555555557,0.6305555555555555,1.0,1.0,0.99625,0.99125,0.9525,0.9775,0.7925,0.7125,0.85375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1875,0.2125,0.125,0.0375,0.2125,0.15,0.0875,0.2375,1.0,0.1875,0.14375,0.2325,0.8222222222222222,0.8333333333333334,0.7,0.4444444444444444,0.43333333333333335,0.3888888888888889,0.8111111111111111,0.6111111111111112
75,4.679906997680664,0.0032856989398679154,0.5246665660245919,0.0032825227431309075,1.5955386010722982e-06,1.5806581359356642e-06,0.14594639907648535,0.3135408189561632,0.06517934799194336,0.9733333333333334,1.0,1.0,0.24861111111111112,0.2916666666666667,0.6222222222222222,1.0,1.0,0.9975,0.99625,0.98,0.9875,1.0,0.85,0.94875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1625,0.175,0.1375,0.0625,0.2125,0.1375,0.1125,0.2375,1.0,0.1625,0.14375,0.235,0.9666666666666667,0.7777777777777778,0.6555555555555556,0.4444444444444444,0.5222222222222223,0.3888888888888889,0.6555555555555556,0.5666666666666667
100,4.65478964805603,0.002217350310127159,0.5285187044261415,0.0022160640763647763,5.814918808432088e-07,7.047418815394242e-07,0.14729621793016975,0.3159409417046441,0.06528154479132758,0.9830555555555556,1.0,1.0,0.2611111111111111,0.29583333333333334,0.6111111111111112,1.0,1.0,0.99875,0.99875,0.99125,0.99625,1.0,0.88,0.9825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1875,0.2,0.15,0.075,0.2125,0.1375,0.1125,0.275,1.0,0.1875,0.14375,0.2375,0.9666666666666667,0.6777777777777778,0.6888888888888889,0.4111111111111111,0.5888888888888889,0.3888888888888889,0.5777777777777777,0.5888888888888889
125,4.664461488723755,0.0018514142987242164,0.5307260154206076,0.0018507147424014997,3.4597133182817035e-07,3.535849908884201e-07,0.14795463467821662,0.31682150099012585,0.06594987975226509,0.985,1.0,1.0,0.2652777777777778,0.2972222222222222,0.6125,1.0,1.0,0.99875,1.0,0.99125,0.9975,1.0,0.89375,0.98375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1875,0.15,0.075,0.2125,0.15,0.1375,0.275,1.0,0.2,0.14375,0.2375,0.9666666666666667,0.6777777777777778,0.6888888888888889,0.3333333333333333,0.5888888888888889,0.4,0.5777777777777777,0.6666666666666666
150,4.740912322998047,0.0015615045470092157,0.5323217921786838,0.001561073609340338,2.1247907878003187e-07,2.184585900977254e-07,0.14862772623697917,0.31729359096950954,0.06640047497219509,0.9869444444444444,1.0,1.0,0.2611111111111111,0.29583333333333334,0.6013888888888889,1.0,1.0,1.0,1.0,0.99125,0.9975,1.0,0.90375,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1875,0.15,0.075,0.2125,0.15,0.1375,0.2375,1.0,0.2,0.1375,0.2375,0.9666666666666667,0.6777777777777778,0.6444444444444445,0.3333333333333333,0.5888888888888889,0.3888888888888889,0.5444444444444444,0.6666666666666666
175,4.653238801956177,0.0013648253403112497,0.5335243654839786,0.0013645384046766492,1.410926860343251e-07,1.4584294856629437e-07,0.14906323279863523,0.3177674823337131,0.06669365035163032,0.9884722222222222,1.0,1.0,0.2638888888888889,0.2972222222222222,0.6111111111111112,1.0,1.0,1.0,1.0,0.9925,0.99875,1.0,0.91375,0.99125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2125,0.1875,0.15,0.075,0.2125,0.1625,0.1375,0.2375,1.0,0.2125,0.1375,0.2375,0.9666666666666667,0.6777777777777778,0.6444444444444445,0.3333333333333333,0.6,0.4,0.5444444444444444,0.7222222222222222
200,4.646634244918824,0.0012507671787592878,0.5336026727417369,0.0012505779737307702,8.725641237106174e-08,1.019486161466274e-07,0.14990280528127412,0.3170147365993924,0.06668513086107042,0.9894444444444445,1.0,1.0,0.2638888888888889,0.3,0.6208333333333333,1.0,1.0,1.0,1.0,0.9975,0.99875,1.0,0.9175,0.99125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.225,0.1875,0.15,0.0875,0.2125,0.1625,0.125,0.225,1.0,0.225,0.1375,0.24,0.9666666666666667,0.6777777777777778,0.6111111111111112,0.3333333333333333,0.6,0.3888888888888889,0.6666666666666666,0.7222222222222222
225,4.67070704460144,0.0012373086379694192,0.5349967532687717,0.0012371750819830246,6.203438210326971e-08,7.152160429137035e-08,0.15096825493706598,0.3173055860731337,0.06672291225857205,0.9895833333333334,1.0,1.0,0.2611111111111111,0.2986111111111111,0.6194444444444445,1.0,1.0,1.0,1.0,0.99875,0.99875,1.0,0.9175,0.99125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2125,0.1875,0.15,0.0875,0.2125,0.1625,0.125,0.2125,1.0,0.2125,0.1375,0.24,0.9666666666666667,0.6777777777777778,0.6111111111111112,0.32222222222222224,0.5888888888888889,0.3888888888888889,0.6777777777777778,0.7222222222222222
